company_name_id,transaction_internalid,trandate,region_name,sales,sales_quantity,cogs,gross_profit,Gross Margin
33976 Eastex Golf Cars,61090698.0,2021-06-09 00:00:00 UTC,South Region,573.54,6.0,-284.25,289.29,0.5043937650381839
33976 Eastex Golf Cars,61126430.0,2021-06-10 00:00:00 UTC,South Region,573.54,6.0,-284.25,289.29,0.5043937650381839
33976 Eastex Golf Cars,61310830.0,2021-06-16 00:00:00 UTC,South Region,573.54,6.0,-284.25,289.29,0.5043937650381839
33976 Eastex Golf Cars,61506748.0,2021-06-23 00:00:00 UTC,South Region,1867.5,18.0,-1047.91,819.5899999999998,0.4388701472556894
33976 Eastex Golf Cars,61719545.0,2021-06-30 00:00:00 UTC,South Region,781.04,8.0,-400.68,380.36,0.4869917033698658
33976 Eastex Golf Cars,62114967.0,2021-07-15 00:00:00 UTC,South Region,622.5,6.0,-385.48,237.02,0.3807550200803213
33976 Eastex Golf Cars,62502744.0,2021-07-28 00:00:00 UTC,South Region,1077.78,11.0,-674.07,403.70999999999987,0.3745755163391415
33976 Eastex Golf Cars,62740407.0,2021-08-05 00:00:00 UTC,South Region,1276.08,12.0,-737.98,538.0999999999998,0.4216820262052535
33976 Eastex Golf Cars,63140616.0,2021-08-19 00:00:00 UTC,South Region,1374.06,13.0,-792.25,581.81,0.4234240135074159
33976 Eastex Golf Cars,63296388.0,2021-08-25 00:00:00 UTC,South Region,1276.08,12.0,-730.98,545.0999999999998,0.42716757570058295
33976 Eastex Golf Cars,63530627.0,2021-09-02 00:00:00 UTC,South Region,658.78,7.0,-277.28000000000003,381.5,0.579100762014633
33976 Eastex Golf Cars,63682177.0,2021-09-08 00:00:00 UTC,South Region,1246.32,12.0,-581.69,664.6299999999999,0.5332739585339238
33976 Eastex Golf Cars,63898995.0,2021-09-15 00:00:00 UTC,South Region,2022.9,17.0,-1016.88,1006.0200000000003,0.4973157348361265
33976 Eastex Golf Cars,64127479.0,2021-09-22 00:00:00 UTC,South Region,2726.4,24.0,-1469.88,1256.52,0.4608714788732395
33976 Eastex Golf Cars,64369413.0,2021-09-29 00:00:00 UTC,South Region,1352.64,12.0,-827.5699999999998,525.0700000000002,0.3881816299976344
33976 Eastex Golf Cars,64700152.0,2021-10-11 00:00:00 UTC,South Region,1351.16,10.0,-778.03,573.13,0.4241762633588917
33976 Eastex Golf Cars,64850696.0,2021-10-15 00:00:00 UTC,South Region,1412.1999999999996,13.0,-761.77,650.43,0.4605792380682623
33976 Eastex Golf Cars,65130054.0,2021-10-25 00:00:00 UTC,South Region,843.2,8.0,-414.43,428.77,0.5085033206831121
33976 Eastex Golf Cars,65679102.0,2021-11-11 00:00:00 UTC,South Region,1664.22,15.0,-916.06,748.1600000000002,0.4495559481318576
33976 Eastex Golf Cars,65928638.0,2021-11-19 00:00:00 UTC,South Region,1246.32,12.0,-647.06,599.26,0.4808235445150523
33976 Eastex Golf Cars,66468483.0,2021-12-08 00:00:00 UTC,South Region,740.0,4.0,-441.01,298.99,0.40404054054054056
33976 Eastex Golf Cars,66785906.0,2021-12-16 00:00:00 UTC,South Region,664.0,4.0,-345.7999999999999,318.2000000000001,0.4792168674698796
33976 Eastex Golf Cars,67161785.0,2021-12-30 00:00:00 UTC,South Region,1633.59,13.0,-821.94,811.6499999999999,0.4968504949222264
33976 Eastex Golf Cars,67359891.0,2022-01-07 00:00:00 UTC,South Region,3214.26,31.0,-1700.48,1513.78,0.4709575454381412
33976 Eastex Golf Cars,67964316.0,2022-01-27 00:00:00 UTC,South Region,728.0,4.0,-441.01,286.99,0.3942170329670329
33976 Eastex Golf Cars,68100577.0,2022-02-01 00:00:00 UTC,South Region,2196.370000000001,16.0,-1269.6,926.7699999999996,0.4219553171824418
33976 Eastex Golf Cars,68345949.0,2022-02-09 00:00:00 UTC,South Region,276.06,2.0,-159.84,116.22,0.4209954357748316
33976 Eastex Golf Cars,68568334.0,2022-02-16 00:00:00 UTC,South Region,2285.49,19.0,-1226.42,1059.07,0.463388595005885
33976 Eastex Golf Cars,68995147.0,2022-03-02 00:00:00 UTC,South Region,700.14,6.0,-361.5,338.64,0.4836746936327021
33976 Eastex Golf Cars,69221124.0,2022-03-09 00:00:00 UTC,South Region,1986.36,14.0,-999.97,986.39,0.4965816871060634
33976 Eastex Golf Cars,69420683.0,2022-03-16 00:00:00 UTC,South Region,445.26,4.0,-169.68,275.58,0.6189192831154829
33976 Eastex Golf Cars,69422187.0,2022-03-16 00:00:00 UTC,South Region,1400.28,12.0,-723.8900000000001,676.3899999999999,0.4830391064644213
33976 Eastex Golf Cars,69701951.0,2022-03-24 00:00:00 UTC,South Region,2160.12,18.0,-1134.13,1025.99,0.4749689832046368
33976 Eastex Golf Cars,69790163.0,2022-03-28 00:00:00 UTC,South Region,1774.32,8.0,-691.5999999999998,1082.72,0.6102168718156815
33976 Eastex Golf Cars,70093216.0,2022-04-06 00:00:00 UTC,South Region,1459.98,12.0,-771.7,688.28,0.4714311154947328
33976 Eastex Golf Cars,70329338.0,2022-04-14 00:00:00 UTC,South Region,759.84,6.0,-422.53,337.31000000000006,0.4439224047167825
33976 Eastex Golf Cars,70341329.0,2022-04-14 00:00:00 UTC,South Region,1400.28,12.0,-723.8900000000001,676.3899999999999,0.4830391064644213
33976 Eastex Golf Cars,70720425.0,2022-04-27 00:00:00 UTC,South Region,496.15,5.0,-146.98000000000005,349.17,0.7037589438677818
33976 Eastex Golf Cars,70959368.0,2022-05-04 00:00:00 UTC,South Region,1899.6,15.0,-1041.09,858.51,0.4519425142135186
33976 Eastex Golf Cars,71169231.0,2022-05-10 00:00:00 UTC,South Region,1519.68,12.0,-832.8699999999999,686.8100000000002,0.4519438302800591
33976 Eastex Golf Cars,71575241.0,2022-05-23 00:00:00 UTC,South Region,1289.6,8.0,-682.5899999999998,607.01,0.4706963399503722
33976 Eastex Golf Cars,71844978.0,2022-06-01 00:00:00 UTC,South Region,1653.6999999999996,14.0,-949.57,704.1299999999997,0.4257906512668561
33976 Eastex Golf Cars,72074717.0,2022-06-08 00:00:00 UTC,South Region,2130.48,18.0,-1229.09,901.39,0.4230924486500695
33976 Eastex Golf Cars,72323521.0,2022-06-15 00:00:00 UTC,South Region,1241.01,7.0,-731.62,509.38999999999976,0.41046405750155096
33976 Eastex Golf Cars,72534021.0,2022-06-22 00:00:00 UTC,South Region,1241.83,12.0,-612.71,629.12,0.5066071845582729
33976 Eastex Golf Cars,72831481.0,2022-06-29 00:00:00 UTC,South Region,756.0,4.0,-378.72,377.28,0.49904761904761896
33976 Eastex Golf Cars,73068421.0,2022-07-06 00:00:00 UTC,South Region,710.16,6.0,-424.3,285.86,0.40252900754759496
33976 Eastex Golf Cars,73542896.0,2022-07-20 00:00:00 UTC,South Region,2919.96,24.0,-1776.8000000000004,1143.16,0.3914985136782696
33976 Eastex Golf Cars,73793745.0,2022-07-27 00:00:00 UTC,South Region,1652.07,14.0,-966.15,685.9199999999997,0.4151882184168951
33976 Eastex Golf Cars,74040303.0,2022-08-03 00:00:00 UTC,South Region,1410.3,12.0,-835.2,575.0999999999998,0.4077855775366943
33976 Eastex Golf Cars,74274922.0,2022-08-10 00:00:00 UTC,South Region,1519.68,12.0,-965.18,554.5,0.3648794483049063
33976 Eastex Golf Cars,74578624.0,2022-08-17 00:00:00 UTC,South Region,1519.68,12.0,-965.18,554.5,0.3648794483049063
33976 Eastex Golf Cars,74886685.0,2022-08-24 00:00:00 UTC,South Region,878.32,4.0,-518.59,359.73,0.4095659896165407
33976 Eastex Golf Cars,76212083.0,2022-09-27 00:00:00 UTC,South Region,756.0,4.0,-410.82000000000005,345.17999999999995,0.4565873015873016
33976 Eastex Golf Cars,76889488.0,2022-10-12 00:00:00 UTC,South Region,362.0,4.0,-122.57999999999998,239.42,0.6613812154696133
33976 Eastex Golf Cars,77253589.0,2022-10-19 00:00:00 UTC,South Region,1343.36,11.0,-837.63,505.73,0.3764664721295855
33976 Eastex Golf Cars,77865319.0,2022-11-02 00:00:00 UTC,South Region,1637.98,14.0,-918.12,719.8600000000001,0.4394803355352325
33976 Eastex Golf Cars,78620327.0,2022-11-16 00:00:00 UTC,South Region,1459.98,12.0,-868.99,590.9900000000001,0.4047932163454295
33976 Eastex Golf Cars,78895421.0,2022-11-22 00:00:00 UTC,South Region,759.84,6.0,-483.14,276.70000000000005,0.364155611707728
33976 Eastex Golf Cars,80560655.0,2022-12-28 00:00:00 UTC,South Region,2919.96,24.0,-1742.74,1177.22,0.4031630570281785
33976 Eastex Golf Cars,80883879.0,2023-01-04 00:00:00 UTC,South Region,1119.2,8.0,-749.54,369.66000000000014,0.3302894924946391
33976 Eastex Golf Cars,81189131.0,2023-01-11 00:00:00 UTC,South Region,1400.28,12.0,-776.19,624.0899999999998,0.44568943354186297
33976 Eastex Golf Cars,81491818.0,2023-01-18 00:00:00 UTC,South Region,700.14,6.0,-388.1,312.04,0.4456822921130059
33976 Eastex Golf Cars,81828979.0,2023-01-25 00:00:00 UTC,South Region,878.14,8.0,-435.06000000000006,443.07999999999987,0.5045664700389458
33976 Eastex Golf Cars,82879303.0,2023-02-15 00:00:00 UTC,South Region,759.84,6.0,-482.13,277.71000000000004,0.3654848389134555
33976 Eastex Golf Cars,83204713.0,2023-02-23 00:00:00 UTC,South Region,816.83,7.0,-452.78,364.05000000000007,0.4456863729294958
33976 Eastex Golf Cars,83496073.0,2023-03-02 00:00:00 UTC,South Region,700.14,6.0,-393.39,306.75,0.4381266603822093
33976 Eastex Golf Cars,84425842.0,2023-03-23 00:00:00 UTC,South Region,1489.28,13.0,-810.6599999999999,678.6200000000001,0.4556698538891277
33976 Eastex Golf Cars,84426802.0,2023-03-23 00:00:00 UTC,South Region,759.84,6.0,-482.87,276.97,0.3645109496736155
33976 Eastex Golf Cars,84725453.0,2023-03-30 00:00:00 UTC,South Region,468.92,4.0,-277.24,191.68,0.40876908641132814
33976 Eastex Golf Cars,85021661.0,2023-04-06 00:00:00 UTC,South Region,1646.32,13.0,-1046.21,600.1099999999999,0.3645160114680013
33976 Eastex Golf Cars,85023910.0,2023-04-06 00:00:00 UTC,South Region,700.14,6.0,-393.39,306.75,0.4381266603822093
33976 Eastex Golf Cars,85319319.0,2023-04-13 00:00:00 UTC,South Region,700.14,6.0,-400.26,299.88,0.4283143371325735
33976 Eastex Golf Cars,85646288.0,2023-04-20 00:00:00 UTC,South Region,1393.04,11.0,-885.99,507.05,0.3639881123298685
33976 Eastex Golf Cars,85958293.0,2023-04-27 00:00:00 UTC,South Region,886.48,7.0,-563.81,322.67000000000013,0.36399016334265866
33976 Eastex Golf Cars,86291996.0,2023-05-04 00:00:00 UTC,South Region,759.84,6.0,-483.33,276.51,0.3639055590650663
33976 Eastex Golf Cars,86294530.0,2023-05-04 00:00:00 UTC,South Region,700.14,6.0,-400.26,299.88,0.4283143371325735
33976 Eastex Golf Cars,87683338.0,2023-06-01 00:00:00 UTC,South Region,164.56,2.0,-64.95,99.61,0.6053111327175498
33976 Eastex Golf Cars,87684899.0,2023-06-01 00:00:00 UTC,South Region,933.52,8.0,-525.32,408.19999999999993,0.4372696889193589
33976 Eastex Golf Cars,88687861.0,2023-06-22 00:00:00 UTC,South Region,2219.82,18.0,-1282.26,937.5600000000003,0.4223585696137525
33976 Eastex Golf Cars,88992606.0,2023-06-29 00:00:00 UTC,South Region,759.84,6.0,-455.51,304.3300000000001,0.4005185302168878
33976 Eastex Golf Cars,89263335.0,2023-07-06 00:00:00 UTC,South Region,633.2,5.0,-379.59,253.61,0.4005211623499684
33976 Eastex Golf Cars,89934549.0,2023-07-20 00:00:00 UTC,South Region,700.14,6.0,-371.24,328.9,0.469763190219099
33976 Eastex Golf Cars,90970845.0,2023-08-10 00:00:00 UTC,South Region,612.66,6.0,-270.64,342.02,0.5582541703391767
33976 Eastex Golf Cars,91900727.0,2023-08-24 00:00:00 UTC,South Region,217.19,2.0,-108.47,108.72,0.5005755329435057
33976 Eastex Golf Cars,92267477.0,2023-08-31 00:00:00 UTC,South Region,189.0,1.0,-118.04,70.96000000000002,0.3754497354497355
36839 Franco Paving,57134247.0,2021-02-04 00:00:00 UTC,South Region,174.0,2.0,-83.31,90.69,0.5212068965517241
36839 Franco Paving,59327234.0,2021-04-16 00:00:00 UTC,South Region,188.24,2.0,-57.95,130.29000000000002,0.6921483212919678
36839 Franco Paving,62416387.0,2021-07-26 00:00:00 UTC,South Region,94.12,1.0,-31.200000000000006,62.92,0.6685082872928176
36839 Franco Paving,81881637.0,2023-01-26 00:00:00 UTC,South Region,188.24,2.0,-88.13,100.11,0.5318210794730133
36839 Franco Paving,82174149.0,2023-02-01 00:00:00 UTC,South Region,221.12,2.0,-88.12,133.0,0.6014833574529667
36839 Franco Paving,91040499.0,2023-08-11 00:00:00 UTC,South Region,174.52,2.0,-73.31,101.21,0.5799335319734128
36839 Franco Paving,91163669.0,2023-08-14 00:00:00 UTC,South Region,172.84,2.0,-80.94,91.9,0.5317056236982179
36839 Franco Paving,91841968.0,2023-08-23 00:00:00 UTC,South Region,141.88,1.0,-57.90000000000001,83.97999999999998,0.5919086552015788
50096491 CFI Tires- Council Bluff,56257940.0,2021-01-11 00:00:00 UTC,Great Lakes Region,314.8,4.0,-152.95000000000005,161.85000000000005,0.5141359593392629
50096491 CFI Tires- Council Bluff,57240906.0,2021-02-08 00:00:00 UTC,Great Lakes Region,264.85,3.0,-121.99,142.86,0.5393996601850104
50096491 CFI Tires- Council Bluff,57358649.0,2021-02-11 00:00:00 UTC,Great Lakes Region,85.95,1.0,-27.6,58.35,0.6788830715532286
50096491 CFI Tires- Council Bluff,57658817.0,2021-02-22 00:00:00 UTC,Great Lakes Region,316.8,4.0,-172.97,143.83,0.4540088383838384
50096491 CFI Tires- Council Bluff,58528931.0,2021-03-22 00:00:00 UTC,Great Lakes Region,205.57,2.0,-103.4,102.17,0.4970083183343874
50096491 CFI Tires- Council Bluff,59840495.0,2021-05-03 00:00:00 UTC,Great Lakes Region,182.22,2.0,-87.58,94.64,0.5193721874657008
50096491 CFI Tires- Council Bluff,61223682.0,2021-06-14 00:00:00 UTC,Great Lakes Region,302.98,3.0,-144.64,158.34000000000003,0.5226087530530069
50096491 CFI Tires- Council Bluff,61633260.0,2021-06-28 00:00:00 UTC,Great Lakes Region,122.67,1.0,-40.42,82.25000000000001,0.6704980842911878
50096491 CFI Tires- Council Bluff,68554494.0,2022-02-15 00:00:00 UTC,Great Lakes Region,940.5700000000003,14.0,-392.85000000000014,547.72,0.5823277374358101
550115747 Automatic Power,65162022.0,2021-10-26 00:00:00 UTC,South Region,97.46,1.0,-27.25,70.21,0.7203981120459676
550116878 Lamey Electric Co.,72884765.0,2022-06-30 00:00:00 UTC,Midwest Region,121.48,1.0,-33.83,87.65,0.7215179453407968
550116878 Lamey Electric Co.,75811318.0,2022-09-16 00:00:00 UTC,Midwest Region,321.72,4.0,-143.84,177.88000000000005,0.5529031455924407
550117216 Southern Recycling,60205362.0,2021-05-13 00:00:00 UTC,Midwest Region,419.85,3.0,-122.09,297.76,0.7092056686911992
550117216 Southern Recycling,65878789.0,2021-11-18 00:00:00 UTC,Midwest Region,439.9,2.0,-131.32,308.58,0.7014776085473972
550117216 Southern Recycling,76486907.0,2022-10-03 00:00:00 UTC,Midwest Region,910.0,26.0,-538.33,371.67,0.40842857142857136
550120329 South MS State Hospital,83903852.0,2023-03-13 00:00:00 UTC,Midwest Region,676.69,7.0,-395.08,281.61,0.4161580635150512
550124959 Act Automotive,57727554.0,2021-02-23 00:00:00 UTC,Midwest Region,251.7,8.0,-131.8,119.9,0.4763607469209376
550124959 Act Automotive,58527954.0,2021-03-22 00:00:00 UTC,Midwest Region,128.85000000000002,4.0,-68.34,60.51000000000002,0.4696158323632131
550124959 Act Automotive,58929766.0,2021-04-05 00:00:00 UTC,Midwest Region,310.6,9.0,-156.33,154.27,0.4966838377334192
550124959 Act Automotive,59394607.0,2021-04-19 00:00:00 UTC,Midwest Region,221.7,6.0,-120.39,101.30999999999996,0.4569688768606224
550124959 Act Automotive,59844362.0,2021-05-03 00:00:00 UTC,Midwest Region,181.75,5.0,-101.75,80.0,0.4401650618982118
550124959 Act Automotive,60317446.0,2021-05-17 00:00:00 UTC,Midwest Region,159.8,28.0,-76.05,83.75000000000001,0.5240926157697122
550124959 Act Automotive,62036681.0,2021-07-13 00:00:00 UTC,Midwest Region,227.7,6.0,-118.42,109.28000000000004,0.4799297321036453
550124959 Act Automotive,62885741.0,2021-08-11 00:00:00 UTC,Midwest Region,153.8,4.0,-79.21,74.59,0.4849804941482445
550124959 Act Automotive,64262879.0,2021-09-27 00:00:00 UTC,Midwest Region,39.95,1.0,-20.61,19.340000000000003,0.4841051314142679
550124959 Act Automotive,69391658.0,2022-03-15 00:00:00 UTC,Midwest Region,443.4,12.0,-236.84,206.56,0.4658547586829048
550124959 Act Automotive,69777788.0,2022-03-28 00:00:00 UTC,Midwest Region,203.7,6.0,-111.35,92.35,0.4533627884143348
550124959 Act Automotive,70290143.0,2022-04-13 00:00:00 UTC,Midwest Region,237.65,7.0,-128.68,108.97,0.4585314538186409
550124959 Act Automotive,70642300.0,2022-04-25 00:00:00 UTC,Midwest Region,101.85,3.0,-43.08,58.77,0.5770250368188512
550124959 Act Automotive,72552419.0,2022-06-22 00:00:00 UTC,Midwest Region,409.45,11.0,-243.64,165.81,0.4049578703138357
550124959 Act Automotive,73451049.0,2022-07-18 00:00:00 UTC,Midwest Region,73.9,2.0,-43.72,30.18000000000001,0.4083897158322058
550124959 Act Automotive,75134594.0,2022-08-31 00:00:00 UTC,Midwest Region,67.9,2.0,-46.83,21.070000000000007,0.3103092783505155
550124959 Act Automotive,76165058.0,2022-09-26 00:00:00 UTC,Midwest Region,443.4,12.0,-301.65,141.75,0.31968876860622464
550124959 Act Automotive,81536542.0,2023-01-19 00:00:00 UTC,Midwest Region,159.8,4.0,-106.16,53.64000000000002,0.3356695869837297
550124959 Act Automotive,82733976.0,2023-02-13 00:00:00 UTC,Midwest Region,79.9,2.0,-51.0,28.90000000000001,0.3617021276595745
550124959 Act Automotive,84119092.0,2023-03-17 00:00:00 UTC,Midwest Region,67.9,2.0,-44.88,23.020000000000003,0.3390279823269514
550124959 Act Automotive,84679278.0,2023-03-29 00:00:00 UTC,Midwest Region,187.75,5.0,-105.67,82.08,0.4371770972037283
550124959 Act Automotive,85271345.0,2023-04-12 00:00:00 UTC,Midwest Region,443.4,12.0,-229.88,213.52,0.4815516463689671
550124959 Act Automotive,85903191.0,2023-04-26 00:00:00 UTC,Midwest Region,363.5,10.0,-177.27,186.23,0.5123246217331499
550124959 Act Automotive,86586768.0,2023-05-10 00:00:00 UTC,Midwest Region,113.85,3.0,-71.10999999999999,42.74000000000002,0.3754062362758017
550124959 Act Automotive,87261696.0,2023-05-24 00:00:00 UTC,Midwest Region,187.75,5.0,-130.7,57.05,0.30386151797603195
550124959 Act Automotive,87849706.0,2023-06-05 00:00:00 UTC,Midwest Region,255.65,7.0,-189.12,66.52999999999997,0.26023860747115185
550124959 Act Automotive,89341942.0,2023-07-07 00:00:00 UTC,Midwest Region,261.65,7.0,-167.79,93.86,0.3587234855723295
550124959 Act Automotive,92171883.0,2023-08-30 00:00:00 UTC,Midwest Region,221.7,6.0,-130.42000000000002,91.28,0.4117275597654488
550129163 Solis Tire Center,55848981.0,2020-12-28 00:00:00 UTC,Closed,540.0,24.0,-291.27,248.73,0.4606111111111112
550129163 Solis Tire Center,55864776.0,2020-12-28 00:00:00 UTC,Closed,12.0,24.0,-9.04,2.9600000000000013,0.24666666666666676
550129163 Solis Tire Center,56029275.0,2021-01-04 00:00:00 UTC,Closed,315.0,14.0,-182.49,132.51,0.4206666666666666
550129163 Solis Tire Center,56196085.0,2021-01-08 00:00:00 UTC,Closed,405.0,18.0,-250.77,154.23,0.3808148148148148
550129163 Solis Tire Center,56459966.0,2021-01-15 00:00:00 UTC,Closed,585.0,26.0,-363.69,221.31,0.3783076923076923
550129163 Solis Tire Center,56685061.0,2021-01-22 00:00:00 UTC,Closed,405.0,18.0,-255.82,149.18,0.3683456790123457
550129163 Solis Tire Center,56706112.0,2019-07-26 00:00:00 UTC,Closed,54.0,12.0,-33.79,20.21,0.3742592592592593
550129163 Solis Tire Center,56952809.0,2021-01-29 00:00:00 UTC,Closed,135.0,6.0,-77.32,57.68000000000001,0.4272592592592593
550129163 Solis Tire Center,57177509.0,2021-02-05 00:00:00 UTC,Closed,315.0,14.0,-189.54,125.46,0.3982857142857143
550129163 Solis Tire Center,57404708.0,2021-02-12 00:00:00 UTC,Closed,225.0,10.0,-128.76,96.24,0.42773333333333335
550129163 Solis Tire Center,57840729.0,2021-02-26 00:00:00 UTC,Closed,540.0,24.0,-324.29,215.71,0.3994629629629629
550129163 Solis Tire Center,58048215.0,2021-03-05 00:00:00 UTC,Closed,225.0,10.0,-128.64,96.36,0.4282666666666667
550129163 Solis Tire Center,58474028.0,2021-03-19 00:00:00 UTC,Closed,495.0,22.0,-273.27,221.73,0.447939393939394
550129163 Solis Tire Center,58686482.0,2021-03-26 00:00:00 UTC,Closed,450.0,20.0,-247.17,202.83,0.4507333333333334
550129163 Solis Tire Center,58877961.0,2021-04-02 00:00:00 UTC,Closed,518.0,20.0,-274.57,243.43,0.469942084942085
550129163 Solis Tire Center,59069962.0,2021-04-09 00:00:00 UTC,Closed,540.0,24.0,-330.95,209.05,0.3871296296296297
550129163 Solis Tire Center,59322422.0,2021-04-16 00:00:00 UTC,Closed,450.0,20.0,-275.07,174.93,0.3887333333333334
550129163 Solis Tire Center,59562956.0,2021-04-23 00:00:00 UTC,Closed,315.0,15.0,-215.68,99.32,0.3153015873015873
550129163 Solis Tire Center,59845696.0,2021-05-03 00:00:00 UTC,Closed,450.0,20.0,-270.69,179.31,0.3984666666666667
550129163 Solis Tire Center,60028398.0,2021-05-07 00:00:00 UTC,Closed,225.0,10.0,-132.49,92.51,0.4111555555555555
550129163 Solis Tire Center,60246093.0,2021-05-14 00:00:00 UTC,Closed,450.0,20.0,-275.73,174.26999999999995,0.38726666666666665
550129163 Solis Tire Center,60496722.0,2021-05-21 00:00:00 UTC,Closed,495.0,22.0,-297.03,197.97000000000003,0.399939393939394
550129163 Solis Tire Center,60728267.0,2021-05-28 00:00:00 UTC,Closed,270.0,12.0,-167.13,102.87,0.381
550129163 Solis Tire Center,60925816.0,2021-06-04 00:00:00 UTC,Closed,405.0,18.0,-247.84,157.16,0.3880493827160494
550129163 Solis Tire Center,61165316.0,2021-06-11 00:00:00 UTC,Closed,270.0,12.0,-163.83,106.17,0.3932222222222222
550129163 Solis Tire Center,61372070.0,2021-06-18 00:00:00 UTC,Closed,270.0,12.0,-158.83,111.17,0.4117407407407407
550129163 Solis Tire Center,61580953.0,2021-06-25 00:00:00 UTC,Closed,495.0,22.0,-287.15,207.85,0.4198989898989899
550129163 Solis Tire Center,61778533.0,2021-07-02 00:00:00 UTC,Closed,585.0,26.0,-332.95,252.05,0.4308547008547009
550129163 Solis Tire Center,61941216.0,2021-07-09 00:00:00 UTC,Closed,405.0,18.0,-236.11,168.89,0.4170123456790123
550129163 Solis Tire Center,62152627.0,2021-07-16 00:00:00 UTC,Closed,495.0,22.0,-284.6,210.4,0.425050505050505
550129163 Solis Tire Center,62357840.0,2021-07-23 00:00:00 UTC,Closed,339.0,62.0,-192.54,146.46000000000004,0.43203539823008863
550129163 Solis Tire Center,62581630.0,2021-07-30 00:00:00 UTC,Closed,138.0,4.0,-51.82,86.18,0.6244927536231885
550129163 Solis Tire Center,62613543.0,2021-08-02 00:00:00 UTC,Closed,495.0,22.0,-281.4,213.6,0.4315151515151516
550129163 Solis Tire Center,62761889.0,2021-08-06 00:00:00 UTC,Closed,360.0,16.0,-202.72,157.28,0.4368888888888889
550129163 Solis Tire Center,63031809.0,2021-08-16 00:00:00 UTC,Closed,675.0,30.0,-376.66,298.34,0.4419851851851852
550129163 Solis Tire Center,63050442.0,2021-08-17 00:00:00 UTC,Closed,135.0,6.0,-75.33,59.67,0.442
550129163 Solis Tire Center,63161729.0,2021-08-20 00:00:00 UTC,Closed,225.0,10.0,-127.48,97.52,0.4334222222222222
550129163 Solis Tire Center,63416396.0,2021-08-30 00:00:00 UTC,Closed,630.0,28.0,-337.78,292.22,0.4638412698412699
550129163 Solis Tire Center,63746208.0,2021-09-10 00:00:00 UTC,Closed,900.0,40.0,-478.94,421.06,0.4678444444444445
550129163 Solis Tire Center,64189342.0,2021-09-24 00:00:00 UTC,Closed,945.0,42.0,-484.35,460.65,0.4874603174603174
550129163 Solis Tire Center,64490619.0,2021-10-04 00:00:00 UTC,Closed,540.0,24.0,-270.88,269.12,0.4983703703703704
550129163 Solis Tire Center,64705350.0,2021-10-11 00:00:00 UTC,Closed,270.0,12.0,-135.96,134.04,0.4964444444444444
550129163 Solis Tire Center,65037607.0,2021-10-21 00:00:00 UTC,Closed,630.0,28.0,-311.88,318.12,0.5049523809523809
